device_id,imei_hash,sim_slot_count,accounts_per_device,ip_geolocation,is_emulator_or_rooted,first_seen,last_seen
DEV024885,IMEI904037869051,1,1,Andhra Pradesh,0,2023-06-19,2024-05-27
DEV024886,IMEI308495950358,1,1,Telangana,0,2023-08-18,2024-01-27
DEV024887,IMEI750407362185,1,1,Maharashtra,0,2023-05-11,2024-04-17
DEV024888,IMEI478804393269,1,1,West Bengal,0,2023-10-23,2024-07-29
DEV024889,IMEI662838283081,1,1,Karnataka,1,2023-03-17,2024-06-19
DEV024890,IMEI30744973287,1,1,Uttar Pradesh,0,2023-03-12,2024-07-15
DEV024891,IMEI732497873276,1,1,Tamil Nadu,0,2023-05-03,2024-03-06
DEV024892,IMEI561400254810,1,1,Delhi,0,2023-03-14,2024-10-03
DEV024893,IMEI795797918030,1,1,Andhra Pradesh,0,2023-04-13,2024-01-01
DEV024894,IMEI796872208528,1,1,Tamil Nadu,0,2023-06-27,2024-02-04
DEV024895,IMEI833154492838,1,1,Tamil Nadu,0,2023-04-10,2024-04-14
DEV024896,IMEI581103058224,1,1,Delhi,0,2023-10-20,2024-02-02
DEV024897,IMEI743967937427,1,1,Tamil Nadu,0,2023-07-08,2024-05-07
DEV024898,IMEI1075144934,1,1,Rajasthan,1,2023-08-15,2024-07-05
DEV024899,IMEI352962949649,1,1,Rajasthan,0,2023-06-07,2024-05-12
DEV024900,IMEI666647832013,1,1,Maharashtra,0,2023-02-07,2024-07-20
DEV024901,IMEI692213760267,1,1,Rajasthan,0,2023-07-05,2024-05-23
DEV024902,IMEI773915634491,1,1,Maharashtra,0,2023-09-10,2024-02-05
DEV024903,IMEI978313187568,1,1,Uttar Pradesh,0,2023-03-03,2024-06-11
DEV024904,IMEI341891374846,1,1,Uttar Pradesh,0,2023-06-04,2024-02-01
DEV024905,IMEI930277731692,1,1,Uttar Pradesh,0,2023-03-19,2024-04-14
DEV024906,IMEI226068774174,1,1,Andhra Pradesh,0,2023-02-22,2024-07-06
DEV024907,IMEI339503731039,1,1,Delhi,0,2023-07-27,2024-06-28
DEV024908,IMEI415896496829,1,1,West Bengal,0,2023-05-12,2024-09-02
DEV024909,IMEI11502833756,1,1,Uttar Pradesh,0,2023-08-24,2024-03-16
DEV024910,IMEI535532047692,1,1,Tamil Nadu,0,2023-09-11,2024-02-25
DEV024911,IMEI292939813294,1,1,West Bengal,0,2023-10-12,2024-01-13
DEV024912,IMEI765831491436,1,1,Andhra Pradesh,0,2023-06-14,2024-06-17
DEV024913,IMEI253848791960,1,1,Gujarat,0,2023-03-23,2024-03-17
DEV024914,IMEI693128828905,1,1,Uttar Pradesh,0,2023-01-26,2024-07-29
DEV024915,IMEI913952022450,1,1,Andhra Pradesh,0,2023-01-24,2024-04-16
DEV024916,IMEI555496879517,1,1,Karnataka,0,2023-09-02,2024-05-15
DEV024917,IMEI900213406206,1,1,Delhi,0,2023-10-25,2024-03-15
DEV024918,IMEI984490506811,1,1,Telangana,0,2023-10-05,2024-03-06
DEV024919,IMEI664955794645,1,1,Telangana,0,2023-10-16,2024-07-28
DEV024920,IMEI468757422707,1,1,Gujarat,0,2023-04-14,2024-01-02
DEV024921,IMEI849035513221,1,1,Telangana,0,2023-08-24,2024-07-17
DEV024922,IMEI313835312870,1,1,Maharashtra,0,2023-04-28,2024-07-18
DEV024923,IMEI71041363572,1,1,Tamil Nadu,0,2023-01-04,2024-05-31
DEV024924,IMEI675697469654,1,1,Telangana,0,2023-10-07,2024-04-09
DEV024925,IMEI702754468201,1,1,Karnataka,0,2023-07-20,2024-09-14
DEV024926,IMEI310535199932,1,1,Karnataka,0,2023-04-06,2024-02-24
DEV024927,IMEI902482967571,1,1,Maharashtra,1,2023-01-26,2024-04-06
DEV024928,IMEI14730424043,1,1,Tamil Nadu,0,2023-08-09,2024-05-24
DEV024929,IMEI641237876432,1,1,West Bengal,0,2023-01-18,2024-03-01
DEV024930,IMEI160857068654,1,1,Karnataka,0,2023-07-29,2024-01-23
DEV024931,IMEI67864310190,1,1,Delhi,0,2023-01-18,2024-08-28
DEV024932,IMEI564509564608,1,1,Gujarat,0,2023-03-28,2024-03-03
DEV024933,IMEI146919879728,1,1,Maharashtra,0,2023-04-14,2024-03-06
DEV024934,IMEI773223803010,1,1,Rajasthan,0,2023-03-28,2024-03-30
DEV024935,IMEI360407587343,1,1,Karnataka,0,2023-02-26,2024-03-01
DEV024936,IMEI154262920583,1,1,Rajasthan,0,2023-02-10,2024-08-14
DEV024937,IMEI159358761046,1,1,Maharashtra,0,2023-06-27,2024-06-02
DEV024938,IMEI957326174883,1,1,Maharashtra,0,2023-07-26,2024-03-23
DEV024939,IMEI299551653246,1,1,Karnataka,0,2023-05-02,2024-05-27
DEV024940,IMEI134170016547,1,1,Rajasthan,0,2023-02-24,2024-10-04
DEV024941,IMEI198755001041,1,1,Maharashtra,0,2023-09-09,2024-08-15
DEV024942,IMEI745892081608,1,1,Telangana,0,2023-06-30,2024-02-13
DEV024943,IMEI336363332689,1,1,Maharashtra,0,2023-08-11,2024-03-05
DEV024944,IMEI586214771341,1,1,Andhra Pradesh,0,2023-08-26,2024-08-09
DEV024945,IMEI726332448942,1,1,Andhra Pradesh,0,2023-08-19,2024-04-06
DEV024946,IMEI742342119371,1,2,Delhi,1,2023-06-05,2024-06-04
DEV024947,IMEI179966367602,1,1,Uttar Pradesh,0,2023-09-03,2024-03-19
DEV024948,IMEI715761546036,1,1,Telangana,0,2023-09-21,2024-01-10
DEV024949,IMEI568047897438,1,1,Uttar Pradesh,0,2023-05-15,2024-06-07
DEV024950,IMEI225135506104,1,1,Telangana,0,2023-02-23,2024-06-19
DEV024951,IMEI924621275270,1,1,West Bengal,0,2023-05-08,2024-08-15
DEV024952,IMEI27727236020,1,1,Rajasthan,0,2023-03-03,2024-01-21
DEV024953,IMEI7506484618,1,1,Telangana,0,2023-01-21,2024-09-02
DEV024954,IMEI168690281889,1,1,Delhi,0,2023-07-13,2024-06-03
DEV024955,IMEI945468715254,1,1,West Bengal,0,2023-08-21,2024-06-11
DEV024956,IMEI440506546558,1,1,Delhi,0,2023-09-28,2024-09-19
DEV024957,IMEI908113460620,1,1,Rajasthan,0,2023-04-12,2024-05-29
DEV024958,IMEI132904446751,1,1,Uttar Pradesh,1,2023-02-15,2024-08-13
DEV024959,IMEI393974869696,1,1,Maharashtra,0,2023-06-29,2024-05-30
DEV024960,IMEI548519963952,1,2,Gujarat,0,2023-03-04,2024-08-04
DEV024961,IMEI817057120957,1,1,Maharashtra,0,2023-01-16,2024-06-02
DEV024962,IMEI508736293872,1,1,Karnataka,0,2023-01-31,2024-07-19
DEV024963,IMEI881979185999,1,1,Tamil Nadu,0,2023-05-11,2024-03-22
DEV024964,IMEI479675559358,1,1,Delhi,0,2023-01-06,2024-01-28
DEV024965,IMEI281056720283,1,1,West Bengal,0,2023-01-07,2024-01-21
DEV024966,IMEI468308525416,1,1,Uttar Pradesh,0,2023-01-07,2024-02-06
DEV024967,IMEI515625173557,1,1,Karnataka,0,2023-03-08,2024-03-10
DEV024968,IMEI166111475027,1,1,Telangana,0,2023-05-13,2024-08-13
DEV024969,IMEI745190973547,1,1,Gujarat,0,2023-07-12,2024-05-16
DEV024970,IMEI472087670355,1,1,Tamil Nadu,1,2023-08-14,2024-02-29
DEV024971,IMEI339232666168,1,1,Uttar Pradesh,0,2023-04-26,2024-02-07
DEV024972,IMEI901095560929,1,1,Telangana,0,2023-01-11,2024-07-15
DEV024973,IMEI803040017680,1,1,Delhi,0,2023-09-20,2024-01-14
DEV024974,IMEI710319169188,1,1,Uttar Pradesh,0,2023-10-12,2024-09-08
DEV024975,IMEI498572248088,1,1,Tamil Nadu,0,2023-07-10,2024-07-05
DEV024976,IMEI710386798800,1,1,Tamil Nadu,0,2023-08-28,2024-04-16
DEV024977,IMEI111817281081,1,1,West Bengal,1,2023-04-27,2024-08-28
DEV024978,IMEI759898564993,1,1,Rajasthan,0,2023-10-06,2024-07-01
DEV024979,IMEI41367312927,1,1,Gujarat,0,2023-08-06,2024-04-01
DEV024980,IMEI140863220878,1,1,Rajasthan,1,2023-04-26,2024-07-30
DEV024981,IMEI435549070095,1,1,Gujarat,0,2023-04-11,2024-01-05
DEV024982,IMEI944918978027,1,1,Rajasthan,0,2023-06-07,2024-08-24
DEV024983,IMEI672705793498,1,1,Maharashtra,0,2023-10-04,2024-02-12
DEV024984,IMEI768912449106,1,1,Tamil Nadu,0,2023-05-28,2024-03-08
DEV024985,IMEI414118275330,1,1,Gujarat,0,2023-04-30,2024-06-01
DEV024986,IMEI52913406484,1,1,Delhi,0,2023-06-26,2024-02-13
DEV024987,IMEI172102023422,1,1,Uttar Pradesh,0,2023-05-06,2024-01-20
DEV024988,IMEI189055823643,1,1,Karnataka,0,2023-08-19,2024-06-29
DEV024989,IMEI456606204117,1,1,Karnataka,0,2023-07-12,2024-03-23
DEV024990,IMEI651019052449,1,1,Uttar Pradesh,0,2023-01-18,2024-10-21
DEV024991,IMEI204114660280,1,1,Karnataka,0,2023-05-02,2024-08-09
DEV024992,IMEI131282729564,1,1,Delhi,0,2023-02-24,2024-09-27
DEV024993,IMEI983496733491,1,1,Rajasthan,0,2023-03-22,2024-02-17
DEV024994,IMEI87972093764,1,1,Gujarat,0,2023-06-17,2024-05-12
DEV024995,IMEI273285669391,1,1,Andhra Pradesh,1,2023-10-26,2024-08-18
DEV024996,IMEI264279538250,1,1,Rajasthan,0,2023-09-06,2024-06-18
DEV024997,IMEI99493172165,1,1,Tamil Nadu,0,2023-09-29,2024-03-10
DEV024998,IMEI304701806425,1,1,Karnataka,0,2023-07-19,2024-05-25
DEV024999,IMEI572081953573,1,1,Maharashtra,0,2023-06-25,2024-04-23
DEV025000,IMEI466545522007,1,1,West Bengal,0,2023-06-03,2024-03-12
DEV025001,IMEI216123790106,1,1,Maharashtra,1,2023-05-02,2024-08-11
DEV025002,IMEI293215629529,1,1,Gujarat,1,2023-04-10,2024-06-29
DEV025003,IMEI772027219473,1,1,Karnataka,0,2023-06-21,2024-06-24
DEV025004,IMEI502338021104,1,1,West Bengal,0,2023-03-07,2024-02-22
DEV025005,IMEI542887221472,1,1,Tamil Nadu,0,2023-04-05,2024-07-07
DEV025006,IMEI393947229799,1,1,Andhra Pradesh,0,2023-10-21,2024-01-28
DEV025007,IMEI686040818966,1,1,Karnataka,0,2023-09-21,2024-09-26
DEV025008,IMEI350402914783,1,1,Karnataka,0,2023-06-13,2024-10-24
DEV025009,IMEI18430119494,1,1,Telangana,0,2023-04-28,2024-09-08
DEV025010,IMEI468881199608,1,1,West Bengal,0,2023-04-12,2024-04-04
DEV025011,IMEI50319795015,1,1,Delhi,0,2023-07-08,2024-08-05
DEV025012,IMEI70194385196,1,1,West Bengal,0,2023-09-20,2024-05-11
DEV025013,IMEI464247254152,1,1,Andhra Pradesh,0,2023-07-01,2024-05-01
DEV025014,IMEI902710987214,1,1,Andhra Pradesh,0,2023-04-15,2024-02-05
DEV025015,IMEI219894612776,1,1,Tamil Nadu,0,2023-01-06,2024-05-08
DEV025016,IMEI592522559452,1,1,Karnataka,0,2023-10-09,2024-10-26
DEV025017,IMEI409137370824,1,1,Uttar Pradesh,0,2023-02-11,2024-08-24
DEV025018,IMEI908172858469,1,1,West Bengal,0,2023-05-21,2024-02-11
DEV025019,IMEI149416195643,1,1,West Bengal,0,2023-10-28,2024-10-02
DEV025020,IMEI789753621099,1,1,Gujarat,0,2023-03-27,2024-10-12
DEV025021,IMEI443575015881,1,1,Karnataka,0,2023-04-02,2024-07-28
DEV025022,IMEI975220174324,1,1,Uttar Pradesh,0,2023-02-17,2024-07-11
DEV025023,IMEI835219730894,1,1,West Bengal,0,2023-04-03,2024-08-09
DEV025024,IMEI604249930627,1,1,Maharashtra,1,2023-10-07,2024-10-12
DEV025025,IMEI176160456311,1,1,Rajasthan,0,2023-05-21,2024-10-12
DEV025026,IMEI160158992052,1,1,Karnataka,0,2023-01-25,2024-06-15
DEV025027,IMEI915587302995,1,1,Tamil Nadu,1,2023-10-21,2024-06-15
DEV025028,IMEI440681059434,1,1,Andhra Pradesh,1,2023-07-08,2024-04-12
DEV025029,IMEI764263513654,1,1,Maharashtra,0,2023-02-08,2024-06-01
DEV025030,IMEI74353846901,1,1,Karnataka,0,2023-01-27,2024-09-02
DEV025031,IMEI904000810377,1,1,West Bengal,1,2023-08-11,2024-07-21
DEV025032,IMEI47876802955,1,2,Gujarat,0,2023-01-27,2024-07-21
DEV025033,IMEI119776365655,1,1,Gujarat,0,2023-09-24,2024-03-31
DEV025034,IMEI386440439570,1,1,Gujarat,0,2023-06-24,2024-07-19
DEV025035,IMEI887209853124,1,1,Maharashtra,0,2023-02-20,2024-02-08
DEV025036,IMEI687262338058,1,1,Uttar Pradesh,0,2023-01-24,2024-01-14
DEV025037,IMEI939692019074,1,1,Delhi,0,2023-05-29,2024-03-12
DEV025038,IMEI265135673494,1,1,Karnataka,0,2023-08-05,2024-03-11
DEV025039,IMEI594969488484,1,1,Tamil Nadu,1,2023-01-08,2024-02-25
DEV025040,IMEI658574314943,1,1,Andhra Pradesh,0,2023-10-21,2024-08-20
DEV025041,IMEI620787974665,1,1,Maharashtra,0,2023-08-09,2024-10-19
DEV025042,IMEI53580181336,1,1,Telangana,0,2023-03-12,2024-09-28
DEV025043,IMEI127741734472,1,1,Maharashtra,0,2023-05-16,2024-03-24
DEV025044,IMEI49582168789,1,1,Maharashtra,0,2023-05-20,2024-10-25
DEV025045,IMEI811104125289,1,1,Tamil Nadu,0,2023-06-23,2024-07-15
DEV025046,IMEI832490462792,1,1,Rajasthan,0,2023-04-10,2024-07-06
DEV025047,IMEI144933545751,1,1,Maharashtra,0,2023-01-22,2024-01-08
DEV025048,IMEI538616217433,1,1,Delhi,1,2023-04-21,2024-05-19
DEV025049,IMEI580625912260,1,1,Telangana,1,2023-06-19,2024-03-08
DEV025050,IMEI792704088813,1,1,Uttar Pradesh,0,2023-02-05,2024-06-18
DEV025051,IMEI918613915826,1,1,Delhi,0,2023-06-14,2024-08-06
DEV025052,IMEI805847094551,1,1,Rajasthan,0,2023-01-19,2024-10-02
DEV025053,IMEI705091478727,1,1,Delhi,0,2023-04-11,2024-04-02
DEV025054,IMEI801810264384,1,1,Uttar Pradesh,0,2023-03-10,2024-09-18
DEV025055,IMEI813217967273,1,1,Telangana,0,2023-06-03,2024-09-25
DEV025056,IMEI616806158927,1,3,Delhi,1,2023-02-25,2024-06-04
DEV025057,IMEI305719488970,1,1,Maharashtra,0,2023-05-18,2024-09-04
DEV025058,IMEI687650460035,1,1,Maharashtra,0,2023-01-30,2024-09-10
DEV025059,IMEI726049794062,1,1,Uttar Pradesh,0,2023-01-15,2024-07-02
DEV025060,IMEI444838654169,1,1,Maharashtra,1,2023-06-08,2024-09-21
DEV025061,IMEI864541528842,1,1,Uttar Pradesh,0,2023-08-08,2024-06-27
DEV025062,IMEI888199822949,1,1,Tamil Nadu,0,2023-03-24,2024-05-25
DEV025063,IMEI690260625765,1,1,Karnataka,0,2023-08-31,2024-01-25
DEV025064,IMEI747426234778,1,1,Rajasthan,0,2023-05-24,2024-07-04
DEV025065,IMEI879018672576,1,1,Telangana,1,2023-06-18,2024-09-02
DEV025066,IMEI415530149283,1,1,Rajasthan,0,2023-09-12,2024-05-24
DEV025067,IMEI96507684903,1,1,Delhi,0,2023-01-08,2024-09-04
DEV025068,IMEI936850205296,1,1,Maharashtra,0,2023-06-03,2024-10-27
DEV025069,IMEI619995006896,1,1,Andhra Pradesh,1,2023-05-11,2024-01-03
DEV025070,IMEI908692825752,1,1,Uttar Pradesh,0,2023-03-23,2024-07-10
DEV025071,IMEI131522698579,2,2,Karnataka,1,2023-03-03,2024-01-26
DEV025072,IMEI552086303835,1,1,Karnataka,0,2023-04-10,2024-10-05
DEV025073,IMEI121101214869,1,1,Karnataka,0,2023-09-08,2024-08-25
DEV025074,IMEI243154250120,1,1,Karnataka,0,2023-08-15,2024-01-17
DEV025075,IMEI870038041474,1,1,Maharashtra,0,2023-04-16,2024-01-03
DEV025076,IMEI341143135033,1,1,Uttar Pradesh,0,2023-10-20,2024-01-14
DEV025077,IMEI880197931176,1,1,Gujarat,0,2023-02-23,2024-01-26
DEV025078,IMEI389744971331,1,1,Karnataka,0,2023-08-15,2024-04-20
DEV025079,IMEI819203945721,1,1,Telangana,1,2023-02-02,2024-10-03
DEV025080,IMEI639934504302,1,1,Delhi,0,2023-07-28,2024-04-03
DEV025081,IMEI39538109048,1,1,Delhi,1,2023-04-17,2024-05-11
DEV025082,IMEI168518473801,1,2,Rajasthan,0,2023-08-06,2024-10-16
DEV025083,IMEI887902236103,1,1,Delhi,0,2023-09-14,2024-06-09
DEV025084,IMEI73628269019,1,2,Maharashtra,0,2023-02-03,2024-01-14
DEV025085,IMEI710880139097,1,1,Tamil Nadu,0,2023-02-12,2024-06-13
DEV025086,IMEI372380394957,1,1,Delhi,0,2023-07-19,2024-08-24
DEV025087,IMEI250576749281,1,1,Uttar Pradesh,0,2023-02-15,2024-05-03
DEV025088,IMEI981271649126,1,1,Uttar Pradesh,0,2023-04-29,2024-02-10
DEV025089,IMEI925271143860,1,1,Uttar Pradesh,0,2023-01-28,2024-10-18
DEV025090,IMEI501580895198,1,1,Maharashtra,0,2023-01-16,2024-04-14
DEV025091,IMEI221871172825,1,1,Karnataka,0,2023-08-30,2024-09-08
DEV025092,IMEI478242942128,1,1,West Bengal,1,2023-03-21,2024-08-13
DEV025093,IMEI561214765227,1,1,Karnataka,0,2023-04-15,2024-01-05
DEV025094,IMEI466599561066,1,1,Tamil Nadu,0,2023-10-01,2024-02-26
DEV025095,IMEI860918366499,1,1,Telangana,0,2023-05-02,2024-08-11
DEV025096,IMEI490203475938,1,1,Telangana,0,2023-07-16,2024-06-01
DEV025097,IMEI238149089714,1,1,West Bengal,0,2023-04-22,2024-07-31
DEV025098,IMEI617360428258,1,1,Rajasthan,0,2023-10-09,2024-01-29
DEV025099,IMEI964250306426,1,1,Andhra Pradesh,0,2023-07-06,2024-04-08
DEV025100,IMEI132747010811,1,1,West Bengal,0,2023-04-24,2024-06-06
DEV025101,IMEI782302511040,1,1,Uttar Pradesh,0,2023-10-28,2024-03-15
DEV025102,IMEI804124268769,1,1,Telangana,0,2023-01-23,2024-02-29
DEV025103,IMEI955163591342,1,1,Rajasthan,1,2023-06-29,2024-01-25
DEV025104,IMEI329881763701,1,1,Telangana,0,2023-04-09,2024-01-19
DEV025105,IMEI116345655403,1,1,West Bengal,0,2023-10-18,2024-04-26
DEV025106,IMEI375708854597,1,1,Maharashtra,0,2023-10-05,2024-01-25
DEV025107,IMEI733746915062,1,1,Tamil Nadu,1,2023-08-27,2024-06-29
DEV025108,IMEI550363703370,1,1,West Bengal,0,2023-10-15,2024-04-03
DEV025109,IMEI513430543215,1,1,Karnataka,0,2023-05-10,2024-07-22
DEV025110,IMEI855130648310,1,1,Gujarat,1,2023-02-23,2024-05-30
DEV025111,IMEI575078115657,1,1,Maharashtra,0,2023-04-18,2024-08-30
DEV025112,IMEI158165287068,1,1,Gujarat,0,2023-02-02,2024-05-30
DEV025113,IMEI670080697673,1,1,West Bengal,0,2023-07-31,2024-09-26
DEV025114,IMEI808025525069,1,1,Karnataka,0,2023-08-24,2024-07-20
DEV025115,IMEI179976132555,1,1,Maharashtra,1,2023-03-28,2024-03-20
DEV025116,IMEI271870226249,1,1,Maharashtra,0,2023-05-11,2024-02-23
DEV025117,IMEI469751522383,1,1,Rajasthan,0,2023-02-15,2024-03-11
DEV025118,IMEI440834606538,1,1,Gujarat,0,2023-07-08,2024-02-08
DEV025119,IMEI561235372444,1,1,Maharashtra,0,2023-01-05,2024-04-17
DEV025120,IMEI137262829381,1,1,Maharashtra,0,2023-08-17,2024-08-24
DEV025121,IMEI884368697449,1,1,Andhra Pradesh,0,2023-03-14,2024-08-22
DEV025122,IMEI82696572073,1,1,Andhra Pradesh,0,2023-08-06,2024-04-14
DEV025123,IMEI796422187119,1,1,Maharashtra,0,2023-04-06,2024-05-27
DEV025124,IMEI520439498411,1,1,Karnataka,0,2023-09-20,2024-06-23
DEV025125,IMEI564386444368,1,1,Andhra Pradesh,0,2023-08-19,2024-10-09
DEV025126,IMEI446473403447,1,1,Delhi,0,2023-05-29,2024-05-14
DEV025127,IMEI97783485991,1,1,West Bengal,0,2023-04-29,2024-04-05
DEV025128,IMEI481554398310,1,1,Tamil Nadu,0,2023-05-03,2024-08-27
DEV025129,IMEI942991915411,1,1,Telangana,0,2023-06-07,2024-05-25
DEV025130,IMEI291374226264,1,1,Delhi,0,2023-02-01,2024-03-07
DEV025131,IMEI617906412119,1,1,West Bengal,0,2023-02-07,2024-10-10
DEV025132,IMEI513986536877,1,1,Tamil Nadu,0,2023-02-06,2024-05-24
DEV025133,IMEI724019253602,1,1,Uttar Pradesh,0,2023-05-17,2024-02-19
DEV025134,IMEI487426281161,1,1,Karnataka,0,2023-08-28,2024-09-16
DEV025135,IMEI951705501633,1,1,Rajasthan,0,2023-10-13,2024-02-10
DEV025136,IMEI567702003791,1,1,Delhi,1,2023-03-01,2024-04-10
DEV025137,IMEI673582415406,1,1,Karnataka,0,2023-03-18,2024-02-14
DEV025138,IMEI776221215395,1,2,Delhi,0,2023-02-01,2024-02-24
DEV025139,IMEI235310299617,1,1,Maharashtra,0,2023-09-25,2024-05-18
DEV025140,IMEI333074083501,1,1,Karnataka,0,2023-08-25,2024-10-26
DEV025141,IMEI307195930880,1,1,Telangana,1,2023-02-02,2024-07-24
DEV025142,IMEI606669574626,1,1,Gujarat,0,2023-04-20,2024-07-01
DEV025143,IMEI7944806552,1,1,Andhra Pradesh,1,2023-10-28,2024-02-12
DEV025144,IMEI7132181660,1,1,West Bengal,0,2023-04-08,2024-06-28
DEV025145,IMEI106369772233,1,1,Tamil Nadu,0,2023-06-28,2024-04-06
DEV025146,IMEI343886542407,1,1,Gujarat,0,2023-02-06,2024-09-29
DEV025147,IMEI280357537714,1,1,Maharashtra,0,2023-10-23,2024-08-07
DEV025148,IMEI217994104221,1,1,Tamil Nadu,0,2023-02-26,2024-02-03
DEV025149,IMEI98665217621,1,1,Uttar Pradesh,0,2023-03-18,2024-01-15
DEV025150,IMEI558104386956,1,1,Karnataka,0,2023-06-07,2024-10-14
DEV025151,IMEI92199766878,1,1,Telangana,0,2023-10-24,2024-01-16
DEV025152,IMEI486235827442,1,1,Karnataka,1,2023-01-24,2024-09-02
DEV025153,IMEI812114624310,1,1,Delhi,0,2023-01-22,2024-10-16
DEV025154,IMEI759769987324,1,1,Tamil Nadu,0,2023-08-31,2024-01-03
DEV025155,IMEI652951729679,1,1,Uttar Pradesh,0,2023-08-08,2024-04-23
DEV025156,IMEI407463965792,1,1,Maharashtra,0,2023-03-10,2024-04-08
DEV025157,IMEI54249977622,1,1,Uttar Pradesh,0,2023-03-21,2024-07-28
DEV025158,IMEI365403122837,1,1,Maharashtra,0,2023-07-29,2024-08-12
DEV025159,IMEI724521712375,1,1,Telangana,0,2023-06-02,2024-01-07
DEV025160,IMEI634105572636,1,1,Andhra Pradesh,0,2023-01-31,2024-09-09
DEV025161,IMEI665274213804,1,1,Karnataka,0,2023-04-27,2024-09-22
DEV025162,IMEI800331370523,1,1,Karnataka,0,2023-05-21,2024-03-05
DEV025163,IMEI820238390506,1,1,Andhra Pradesh,0,2023-08-16,2024-01-24
DEV025164,IMEI423011960564,1,1,Uttar Pradesh,0,2023-04-18,2024-04-29
DEV025165,IMEI478938224217,1,1,Maharashtra,0,2023-04-09,2024-02-16
DEV025166,IMEI601766098347,1,1,Delhi,0,2023-08-16,2024-10-15
DEV025167,IMEI403144252477,1,1,Telangana,0,2023-10-03,2024-07-20
DEV025168,IMEI905291503651,1,1,Telangana,0,2023-07-05,2024-04-08
DEV025169,IMEI15880298544,1,1,Gujarat,0,2023-04-05,2024-07-05
DEV025170,IMEI442311583989,1,1,Maharashtra,0,2023-10-13,2024-08-04
DEV025171,IMEI244793699836,1,1,Tamil Nadu,0,2023-05-19,2024-05-12
DEV025172,IMEI781341468248,1,1,Uttar Pradesh,0,2023-03-18,2024-03-28
DEV025173,IMEI376782497730,1,1,Gujarat,0,2023-07-06,2024-02-22
DEV025174,IMEI704452537957,1,1,Rajasthan,0,2023-09-29,2024-09-07
DEV025175,IMEI289520870894,1,1,Karnataka,0,2023-08-23,2024-01-16
DEV025176,IMEI42517669601,1,1,Maharashtra,0,2023-09-18,2024-02-21
DEV025177,IMEI530326834326,1,1,Uttar Pradesh,0,2023-06-30,2024-04-25
DEV025178,IMEI10316468079,1,1,Maharashtra,0,2023-08-26,2024-07-19
DEV025179,IMEI443290530228,1,1,Karnataka,0,2023-01-18,2024-06-04
DEV025180,IMEI803104800875,1,1,Delhi,0,2023-10-08,2024-03-08
DEV025181,IMEI153518619726,1,1,West Bengal,0,2023-08-11,2024-06-28
DEV025182,IMEI367377135386,1,1,Tamil Nadu,0,2023-04-06,2024-09-13
DEV025183,IMEI972980229155,1,1,Uttar Pradesh,0,2023-05-19,2024-08-22
DEV025184,IMEI737802089904,1,1,Uttar Pradesh,1,2023-05-06,2024-04-11
DEV025185,IMEI862778400925,1,1,Uttar Pradesh,0,2023-02-28,2024-07-11
DEV025186,IMEI975347695599,1,1,Andhra Pradesh,1,2023-03-12,2024-07-10
DEV025187,IMEI249472101632,1,1,Maharashtra,0,2023-01-29,2024-05-24
DEV025188,IMEI656019685750,1,1,West Bengal,0,2023-01-18,2024-04-18
DEV025189,IMEI298088067669,1,1,Delhi,1,2023-07-27,2024-08-29
DEV025190,IMEI920529115128,1,1,Delhi,0,2023-04-22,2024-10-10
DEV025191,IMEI477370496898,1,1,Karnataka,0,2023-01-11,2024-09-07
DEV025192,IMEI851571488878,1,1,Gujarat,0,2023-05-29,2024-07-10
DEV025193,IMEI484698783179,1,1,Tamil Nadu,0,2023-04-11,2024-03-15
DEV025194,IMEI693571319180,1,1,Karnataka,1,2023-06-08,2024-06-27
DEV025195,IMEI767232444121,1,1,Uttar Pradesh,0,2023-07-13,2024-04-30
DEV025196,IMEI267530140705,1,1,West Bengal,0,2023-10-24,2024-08-27
DEV025197,IMEI347715730624,1,1,Tamil Nadu,0,2023-09-28,2024-09-25
DEV025198,IMEI558919945039,1,1,Karnataka,0,2023-02-28,2024-10-05
DEV025199,IMEI457754895845,1,1,Maharashtra,0,2023-04-08,2024-03-15
DEV025200,IMEI322497895480,1,1,Uttar Pradesh,0,2023-02-12,2024-07-25
DEV025201,IMEI456781975910,1,1,Uttar Pradesh,0,2023-05-03,2024-08-20
DEV025202,IMEI23097088518,1,1,Gujarat,0,2023-03-13,2024-09-19
DEV025203,IMEI272357079431,1,1,Tamil Nadu,0,2023-02-24,2024-05-29
DEV025204,IMEI348261450403,1,1,Andhra Pradesh,0,2023-05-24,2024-02-28
DEV025205,IMEI495405735848,1,1,Gujarat,1,2023-06-28,2024-10-26
DEV025206,IMEI909130275175,1,1,Uttar Pradesh,0,2023-10-19,2024-06-27
DEV025207,IMEI547653203878,1,1,Delhi,0,2023-01-11,2024-05-31
DEV025208,IMEI628799718390,1,1,Gujarat,0,2023-04-24,2024-07-07
DEV025209,IMEI695468907966,1,1,Telangana,0,2023-04-09,2024-03-25
DEV025210,IMEI615753715566,1,1,Telangana,1,2023-10-10,2024-08-31
DEV025211,IMEI60806252640,1,1,Gujarat,0,2023-07-29,2024-04-04
DEV025212,IMEI436147098489,1,1,Maharashtra,0,2023-07-28,2024-05-01
DEV025213,IMEI503350776213,1,1,Gujarat,0,2023-02-05,2024-08-12
DEV025214,IMEI509345275423,1,1,Karnataka,0,2023-10-23,2024-03-07
DEV025215,IMEI885839749106,1,1,Delhi,0,2023-03-09,2024-07-18
